combnyaktörés mûtét utáni állapot,combnyaktörés műtét utáni állapot
combnyaktörés utáni állapot,combnyaktörés utáni állapot
contusio cerebri,contusio cerebri
corticalis iszkémia,corticalis iszkémia
csigolya fractura,csigolya fractura
csigolya meszesedés,csigolya meszesedés
csigolya összeroppanás,csigolya összeroppanás
csigolya-elmeszesedés,csigolya-elmeszesedés
csigolya-meszesedés,csigolya-meszesedés
csigolya-összeroppanás,csigolya-összeroppanás
csigolyakompresszió,csigolyakompresszió
csigolyaközti porckorong-rendellenességek,csigolyaközti porckorong-rendellenességek
csigolyameszesedés,csigolyameszesedés
csigolyatörés,csigolyatörés
csigolyaösszeroppanás,csigolyaösszeroppanás
csigolyák gyermekkori csontosodási zavara,csigolyák gyermekkori csontosodási zavara
csipõ zúzódása,csipő zúzódása
csipõkopás,csipőkopás
csipõízületi gyulladás,csipőízületi gyulladás
csomós strúma,csomós strúma
csont másodlagos daganata,csont másodlagos daganata
csont és máj daganatos betegsége,csont és máj daganatos betegsége
csont és tüdõ daganatos megbetegedése,csont és tüdő daganatos megbetegedése
csont- és csontvelõdaganat,csont- és csontvelődaganat
csont- és májáttétekkel,csont- és májáttétekkel
csont-izomrendszer és kötőszövet betegsége,csont-izomrendszer és kötőszövet betegsége
csont-áttét,csont-áttét
csontbetegség,csontbetegség
csontdeformitás,csontdeformitás
csontok többszörös másodlagos rosszindulatú daganata,csontok többszörös másodlagos rosszindulatú daganata
csontok és csontvel? másodlagos rosszindulatú daganata,csontok és csontvelő másodlagos rosszindulatú daganata
csontok és csontvelõ másodlagos rosszindulatú daganata,csontok és csontvelő másodlagos rosszindulatú daganata
csontok és csontvelõ rosszindulatú daganata,csontok és csontvelő rosszindulatú daganata
csontok és csontvelõ-,csontok és csontvelő-
csontok és csontvelő rosszindulatú daganata,csontok és csontvelő rosszindulatú daganata
csontrendellenesség,csontrendellenesség
csontrendszeri elváltozás,csontrendszeri elváltozás
csontriktulás,csontriktulás
csontrikulás,csontrikulás
csontritkulás,csontritkulás
csontritkulás csigolyakompresszió,csontritkulás csigolyakompresszió
csontritkulás csonttörésekkel,csontritkulás csonttörésekkel
csontritkulás gerincmeszesedés,csontritkulás gerincmeszesedés
csontrák áttételekkel,csontrák áttételekkel
csontsugárterápia,csontsugárterápia
csonttörés,csonttörés
csonttörések,csonttörések
csontvelõ betegség,csontvelő betegség
csontvelõ daganat,csontvelő daganat
csontvelõ daganat tüdõ és máj áttéttel,csontvelő daganat tüdő és máj áttéttel
csontvelõ elégtelenség,csontvelő elégtelenség
csontvelõ elégtelneség,csontvelő elégtelneség
csontvelõ megbetegedése,csontvelő megbetegedése
csontvelõ rendellenesség,csontvelő rendellenesség
csontvelõ rendellenességei,csontvelő rendellenességei
csontvelõ rostos elfajulása,csontvelő rostos elfajulása
csontvelõ transzplantáció,csontvelő transzplantáció
csontvelõ-,csontvelő-
csontvelõ-elégtelenség,csontvelő-elégtelenség
csontvelõ-rendellenesség,csontvelő-rendellenesség
csontvelõbetegség,csontvelőbetegség
csontvelõdaganat,csontvelődaganat
csontvelõgyulladás,csontvelőgyulladás
csontvelõi kóros vérképzés tünetegyüttes (mds),csontvelői kóros vérképzés tünetegyüttes (mds)
csontvelő betegség,csontvelő betegség
csontvelő elégtelenség,csontvelő elégtelenség
csontvelő és vérképző szervek abnormálisan működtek,csontvelő és vérképző szervek abnormálisan működtek
csontvelő-transzplantáció,csontvelő-transzplantáció
csontvelőbetegség,csontvelőbetegség
csontvelőgyulladás,csontvelőgyulladás
csontvelői kóros vérképzés tünetegyüttes,csontvelői kóros vérképzés tünetegyüttes
csontvelőrák,csontvelőrák
csontáttét,csontáttét
csontáttétek,csontáttétek
csontáttétes daganatos betegség,csontáttétes daganatos betegség
csontáttétes prosztatarák,csontáttétes prosztatarák
csontáttétetek,csontáttétetek
csípõ kopása,csípő kopása
csípõ kopásos megbetegedése,csípő kopásos megbetegedése
csípõ protézis,csípő protézis
csípõcsont törés,csípőcsont törés
csípõficam miatti mûtét,csípőficam miatti műtét
csípõizület kopása,csípőizület kopása
csípõizületi betegség,csípőizületi betegség
csípõizületi kopás,csípőizületi kopás
csípõkopás,csípőkopás
csípõprotézis,csípőprotézis
csípõprotézis beültetés,csípőprotézis beültetés
csípõprotézis mûtét,csípőprotézis műtét
csípõtörés,csípőtörés
csípõízület elváltozás,csípőízület elváltozás
csípõízület kopás,csípőízület kopás
csípõízület kopása,csípőízület kopása
csípõízületi artrózis,csípőízületi artrózis
csípõízületi betegség,csípőízületi betegség
csípõízületi kopás,csípőízületi kopás
csípõízületi megbetegedések,csípőízületi megbetegedések
csípőizületi kopás,csípőizületi kopás
csípőkopás,csípőkopás
csípőprotézis,csípőprotézis
csípőprotézis műtét,csípőprotézis műtét
csípőtáji törés,csípőtáji törés
csípőtörés,csípőtörés
csípőízületi betegség,csípőízületi betegség
csípőízületi kopás,csípőízületi kopás
csökkent aktivitású agyalapi mirigy,csökkent aktivitású agyalapi mirigy
csökkent csontsûrûség,csökkent csontsűrűség
csökkent glukóztolerancia,csökkent glukóztolerancia
csökkent glükóz tolerancia,csökkent glükóz tolerancia
csökkent glükóztolerancia,csökkent glükóztolerancia
csökkent pajzsmirigy mûködés,csökkent pajzsmirigy működés
csökkent pajzsmirigy-mûködés,csökkent pajzsmirigy-működés
csökkent pajzsmirigymûködés,csökkent pajzsmirigyműködés
csökkent pajzsmirigyműködés,csökkent pajzsmirigyműködés
csökkentett pajzsmirigyműködés,csökkentett pajzsmirigyműködés
cukoerbetegség,cukoerbetegség
cukor betegség,cukor betegség
cukorbeegség,cukorbeegség
cukorbeteg,cukorbeteg
cukorbetegség,cukorbetegség
cukorbetegség  krónikus veseelégtelenség,cukorbetegség  krónikus veseelégtelenség
cukorbetegség  magas vérnyomás,cukorbetegség  magas vérnyomás
cukorbetegség  magasvérnyomás-betegség,cukorbetegség  magasvérnyomás-betegség
cukorbetegség  szív- és érrendszeri betegség,cukorbetegség  szív- és érrendszeri betegség
cukorbetegség  szívelégtelenség,cukorbetegség  szívelégtelenség
cukorbetegség  szövõdményekkel,cukorbetegség  szövődményekkel
cukorbetegség (inzulinnal kezelt),cukorbetegség (inzulinnal kezelt)
cukorbetegség Alzheimer-kór,cukorbetegség Alzheimer-kór
cukorbetegség agykárosodás,cukorbetegség agykárosodás
cukorbetegség cukorbetegség,cukorbetegség cukorbetegség
cukorbetegség demencia,cukorbetegség demencia
cukorbetegség epilepszia,cukorbetegség epilepszia
cukorbetegség idegrendszeri betegség,cukorbetegség idegrendszeri betegség
cukorbetegség idegrendszeri szövõdményekkel,cukorbetegség idegrendszeri szövődményekkel
cukorbetegség krónikus veseelégtelenség,cukorbetegség krónikus veseelégtelenség
cukorbetegség magasvérnyomás-betegség,cukorbetegség magasvérnyomás-betegség
cukorbetegség mellitus,cukorbetegség mellitus
cukorbetegség miatt látásvesztés,cukorbetegség miatt látásvesztés
cukorbetegség okozta acidózis,cukorbetegség okozta acidózis
cukorbetegség okozta alsó végtagi érszûkület,cukorbetegség okozta alsó végtagi érszűkület
cukorbetegség perifériás keringési szövõdményekkel,cukorbetegség perifériás keringési szövődményekkel
cukorbetegség perifériás keringési szövődményekkel,cukorbetegség perifériás keringési szövődményekkel
cukorbetegség szívbetegség,cukorbetegség szívbetegség
cukorbetegség szívinfarktus,cukorbetegség szívinfarktus
cukorbetegség szöv?dményekkel,cukorbetegség szövődményekkel
cukorbetegség szövõcukorbetegségényekkel,cukorbetegség szövőcukorbetegségényekkel
cukorbetegség szövõdménnyel,cukorbetegség szövődménnyel
cukorbetegség szövõdmények,cukorbetegség szövődmények
cukorbetegség szövõdményekkel,cukorbetegség szövődményekkel
cukorbetegség szövődményekkel,cukorbetegség szövődményekkel
cukorbetegség súlyos szövődményekkel,cukorbetegség súlyos szövődményekkel
cukorbetegség többszörös szövõdménnyel,cukorbetegség többszörös szövődménnyel
cukorbetegség többszörös szövõdményekkel,cukorbetegség többszörös szövődményekkel
cukorbetegség többszörös szövõvázizom gyulladásos megbetegedéseénnyel,cukorbetegség többszörös szövővázizom gyulladásos megbetegedéseénnyel
cukorbetegség többszörös szövődménnyel,cukorbetegség többszörös szövődménnyel
cukorbetegség többszörös szövődményekkel,cukorbetegség többszörös szövődményekkel
cukorbetegség veseelégtelenség,cukorbetegség veseelégtelenség
cukorbetegség veseszövõdményekkel,cukorbetegség veseszövődményekkel
cukorbetegség érbetegséggel,cukorbetegség érbetegséggel
cukorbetegség érelmeszesedés,cukorbetegség érelmeszesedés
cukorbetegség és annak szövõdményei,cukorbetegség és annak szövődményei
cukorbetegség és egyéb krónikus betegségek,cukorbetegség és egyéb krónikus betegségek
cukorbetegség és vesekárosodás,cukorbetegség és vesekárosodás
cukorbetegség.,cukorbetegség
cukorbetegség. agyi érelmeszesedés. iszkémiás szívbetegség,cukorbetegség. agyi érelmeszesedés. iszkémiás szívbetegség
cukorbetegség. iszkémiás szívbetegség,cukorbetegség. iszkémiás szívbetegség
cukorbetegség. magas húgysavszint a vérben,cukorbetegség. magas húgysavszint a vérben
cukorbetegség. magas vérzsírszint,cukorbetegség. magas vérzsírszint
cukorbetegség. magasvérnyomás-betegség,cukorbetegség. magasvérnyomás-betegség
cukorbetegség. pitvarfibrilláció,cukorbetegség. pitvarfibrilláció
cukorbetegséges,cukorbetegséges
cukorbetegséges neuropathia,cukorbetegséges neuropathia
cukorbetegségetes,cukorbetegségetes
cukorbetegségség,cukorbetegségség
cukorbetegég,cukorbetegég
cukorbetegésg,cukorbetegésg
cukorbetgeség,cukorbetgeség
cukorbetgség,cukorbetgség
cukorbetség,cukorbetség
cukorbtegség,cukorbtegség
cukrbetegség,cukrbetegség
cukrobetegség,cukrobetegség
cuorbetegség,cuorbetegség
dagaatos megbetegedés,dagaatos megbetegedés
daganat,daganat
daganat a légcsõ-légutak és tüdõben,daganat a légcső-légutak és tüdőben
daganatos,daganatos
daganatos betegség,daganatos betegség
daganatos betegség miatt kialakult veseelégtelenség,daganatos betegség miatt kialakult veseelégtelenség
daganatos betegségek,daganatos betegségek
daganatos betegég,daganatos betegég
daganatos megbetedés,daganatos megbetedés
daganatos megbetegdés,daganatos megbetegdés
daganatos megbetegedés,daganatos megbetegedés
daganatos megbetegedés  magasvérnyomás-betegség,daganatos megbetegedés  magasvérnyomás-betegség
daganatos megbetegedés magasvérnyomás-betegség,daganatos megbetegedés magasvérnyomás-betegség
daganatos megbetegedés szívbetegség,daganatos megbetegedés szívbetegség
daganatos megbetegedés áttétekkel,daganatos megbetegedés áttétekkel
daganatos megbetegedés áttéttel,daganatos megbetegedés áttéttel
daganatos megbetegedések,daganatos megbetegedések
daganatos megbetegedések áttétekkel,daganatos megbetegedések áttétekkel
daganatos megbetegedést,daganatos megbetegedést
daganatos megbetegség,daganatos megbetegség
daganatos megbetgedés,daganatos megbetgedés
daganatos megebetegedés,daganatos megebetegedés
daganatos senyvedés,daganatos senyvedés
daganatos-megbetegedés,daganatos-megbetegedés
dagantos betegség,dagantos betegség
dagantos megbetegedés,dagantos megbetegedés
dagnatos megbetegedés,dagnatos megbetegedés
decubitus,decubitus
decubitus fekély,decubitus fekély
decubitus-fekély,decubitus-fekély
degenaratív („kopásos”) gerincbetegség,degenaratív („kopásos”) gerincbetegség
degeneratív csontszerkezeti eltérések,degeneratív csontszerkezeti eltérések
degeneratív mozgásszervi betegség,degeneratív mozgásszervi betegség
degeneratív mozgásszervi betegségek,degeneratív mozgásszervi betegségek
degeneratív ízületi betegség,degeneratív ízületi betegség
degeneratív ízületi megbetegedések,degeneratív ízületi megbetegedések
delirium tremens,delirium tremens
demecia,demecia
demencia,demencia
demencia  tüdõbetegség,demencia  tüdőbetegség
demencia (pszichiátriai kezelés),demencia (pszichiátriai kezelés)
demencia vascularis,demencia vascularis
demencia.,demencia
demenciához társuló delírium,demenciához társuló delírium
demenetia,demenetia
dementia,dementia
dentális eredetű fekélyes gyulladás,dentális eredetű fekélyes gyulladás
dependencia,dependencia
dependens személyiségzavar,dependens személyiségzavar
depesszió,depesszió
depresszió,depresszió
depresszió és bipoláris affektív zavar,depresszió és bipoláris affektív zavar
depresszió és kevert szorongásos zavar,depresszió és kevert szorongásos zavar
depresszió és szorongásos zavar,depresszió és szorongásos zavar
depressziós,depressziós
depressziós zavar,depressziós zavar
depreszió,depreszió
diab. polyneuropathia,diab. polyneuropathia
diabetes cukorbetegség,diabetes cukorbetegség
diabetes mellitus,diabetes mellitus
diabétesz,diabétesz
diabéteszes neuropátia,diabéteszes neuropátia
diabéteszes szembetegség,diabéteszes szembetegség
diagnostizalatlan hematológiai betegség,diagnostizalatlan hematológiai betegség
dializált,dializált
dializált beteg,dializált beteg
dialízis,dialízis
diffúz nagy B-sejtes limfóma,diffúz nagy B-sejtes limfóma
diffúz nagy B-sejtes linfóma,diffúz nagy B-sejtes linfóma
dilatativ cardiomiopathia,dilatativ cardiomiopathia
dilatativ cardiomyopathia,dilatativ cardiomyopathia
dilatatív szívritmuszavar,dilatatív szívritmuszavar
discus hernia,discus hernia
diszfunkció,diszfunkció
diszlipidémia,diszlipidémia
divertikulózis,divertikulózis
dobhártyamûtét,dobhártyaműtét
down-szindróma,down-szindróma
duodenum fekély,duodenum fekély
dülmirigy-nagyobbodás,dülmirigy-nagyobbodás
egyik oldali pajzsmirigylebeny eltávolítás,egyik oldali pajzsmirigylebeny eltávolítás
egyoldali vese eltávolítás,egyoldali vese eltávolítás
egyéb,egyéb
egyéb anaemiák,egyéb anaemiák
egyéb bipoláris affektív zavar,egyéb bipoláris affektív zavar
egyéb csökkent pajzsmirigymûködés,egyéb csökkent pajzsmirigyműködés
egyéb elektrolit és folyadék-egyensúly zavarok,egyéb elektrolit és folyadék-egyensúly zavarok
egyéb elektrolit- és folyadékegyensúly zavarok,egyéb elektrolit- és folyadékegyensúly zavarok
egyéb emfizéma,egyéb emfizéma
egyéb heveny veseelégtelenség,egyéb heveny veseelégtelenség
egyéb kevert szorongásos zavar,egyéb kevert szorongásos zavar
egyéb krónikus betegségek,egyéb krónikus betegségek
egyéb krónikus veseelégtelenség,egyéb krónikus veseelégtelenség
egyéb mentális zavar,egyéb mentális zavar
egyéb skizofrénia,egyéb skizofrénia
egyéb szkizofrénia,egyéb szkizofrénia
egyéb szívbetegség,egyéb szívbetegség
egyéb vaszkuláris demencia,egyéb vaszkuláris demencia
egyéb visszérbetegség,egyéb visszérbetegség
egyéb vírusos tüdõgyulladás,egyéb vírusos tüdőgyulladás
egész testet érintő érelmeszesedés,egész testet érintő érelmeszesedés
ekcéma,ekcéma
elektrolit- és folyadék-egyensúly zavarok,elektrolit- és folyadék-egyensúly zavarok
elektrolit- és folyadékegyensúly zavarok,elektrolit- és folyadékegyensúly zavarok
elhízás,elhízás
elhízás magasvérnyomás-betegség,elhízás magasvérnyomás-betegség
elszarusodó laphámrák,elszarusodó laphámrák
elsõdleges trombocitopénia,elsődleges trombocitopénia
eltávolított bal alsó tüdõlebeny,eltávolított bal alsó tüdőlebeny
eltávolított bal oldali vese,eltávolított bal oldali vese
eltávolított vese,eltávolított vese
elzáródásos érbetegség,elzáródásos érbetegség
elzáródással járó artéria keményedés,elzáródással járó artéria keményedés
elzáródással járó verõér-keményedés,elzáródással járó verőér-keményedés
elõrehaladott májzsugor,előrehaladott májzsugor
elülsõ miokardiális infarktus,elülső miokardiális infarktus
embolia,embolia
embolia pulmonum,embolia pulmonum
embólia,embólia
emelkedett vér-húgysavszint és köszvényes ízületi gyulladás,emelkedett vér-húgysavszint és köszvényes ízületi gyulladás
emelkedett vércukorszint,emelkedett vércukorszint
emelkedett vérzsírszint,emelkedett vérzsírszint
emlkedett koleszterinszint,emlkedett koleszterinszint
emlõ bizonytalan és ismeretlen viselkedésû daganata,emlő bizonytalan és ismeretlen viselkedésű daganata
emlõ daganatos megbetegedése,emlő daganatos megbetegedése
emlõ eltávolítás,emlő eltávolítás
emlõ jóindulatú daganata,emlő jóindulatú daganata
emlõ malignus daganata,emlő malignus daganata
emlõ rosszindulatú daganata,emlő rosszindulatú daganata
emlõ rosszindulatú daganata csont áttéttel,emlő rosszindulatú daganata csont áttéttel
emlõ tumor,emlő tumor
emlõ és emésztõszervek daganata,emlő és emésztőszervek daganata
emlõ és emésztõszervek rosszindulatú daganata,emlő és emésztőszervek rosszindulatú daganata
emlõbetegség,emlőbetegség
emlõciszta,emlőciszta
emlõdaganat,emlődaganat
emlõdaganat áttétekkel,emlődaganat áttétekkel
emlõdaganata,emlődaganata
emlõmûtét,emlőműtét
emlõrák,emlőrák
emlõtumor,emlőtumor
emlõtumor metasztázisokkal,emlőtumor metasztázisokkal
emlő rosszindulatú daganata,emlő rosszindulatú daganata
emlődaganat,emlődaganat
emlőmirigy daganat,emlőmirigy daganat
emlőrák,emlőrák
emlőrák mellkasfali és bőr áttétekkel,emlőrák mellkasfali és bőr áttétekkel
emlőtumor,emlőtumor
eméstõszervi megbetegedések,eméstőszervi megbetegedések
emésztõrendszer krónikus gyulladásos betegsége,emésztőrendszer krónikus gyulladásos betegsége
emésztõrendszeri  megbetegedések,emésztőrendszeri  megbetegedések
emésztõrendszeri betegség,emésztőrendszeri betegség
emésztõrendszeri megbetegedés,emésztőrendszeri megbetegedés
emésztõrendszeri megbetegedések,emésztőrendszeri megbetegedések
emésztõszerv-daganat,emésztőszerv-daganat
emésztõszervek rosszindulatú daganata,emésztőszervek rosszindulatú daganata
emésztõszervi betegség,emésztőszervi betegség
emésztõszervi daganatos betegség,emésztőszervi daganatos betegség
emésztõszervi megbetegedés,emésztőszervi megbetegedés
emésztõszervi megbetegedések,emésztőszervi megbetegedések
emésztõszervi vérzés,emésztőszervi vérzés
emésztőrendszeri betegség,emésztőrendszeri betegség
emésztőrendszeri megbetegedések,emésztőrendszeri megbetegedések
encephalopathia,encephalopathia
encephalopathia (agyi működés zavar),encephalopathia (agyi működés zavar)
encephalopathia (agyi működés zavara) anémia (vérszegénység) és egyéb betegségek,encephalopathia (agyi működés zavara) anémia (vérszegénység) és egyéb betegségek
encephalopathia (agykárosodás),encephalopathia (agykárosodás)
encephalophatia,encephalophatia
endokrin betegség,endokrin betegség
endometrium adenocarcinoma,endometrium adenocarcinoma
enteritis (bélhurut),enteritis (bélhurut)
enyhe fokú elhízás,enyhe fokú elhízás
enyhe fokú szívbillentyû-rendellenesség,enyhe fokú szívbillentyű-rendellenesség
enyhe kognitiv zavar,enyhe kognitiv zavar
enyhe kognitív zavar,enyhe kognitív zavar
enyhe mentális retardáció,enyhe mentális retardáció
enyhe szívelégtelenség,enyhe szívelégtelenség
epe betegség,epe betegség
epe eltávolítás,epe eltávolítás
epebetegség,epebetegség
epedaganat,epedaganat
epegyulladás,epegyulladás
epehólyag,epehólyag
epehólyag betegség,epehólyag betegség
epehólyag eltávolítás,epehólyag eltávolítás
epehólyag eltávolítása,epehólyag eltávolítása
epehólyag gyulladás,epehólyag gyulladás
epehólyag kivétel,epehólyag kivétel
epehólyag kövesség,epehólyag kövesség
epehólyag mûtét,epehólyag műtét
epehólyag mûtéti eltávolítása,epehólyag műtéti eltávolítása
epehólyag műtéti eltávolítása,epehólyag műtéti eltávolítása
epehólyag rosszindulatú daganata,epehólyag rosszindulatú daganata
epehólyag tágulat,epehólyag tágulat
epehólyag és az epeutak daganatai,epehólyag és az epeutak daganatai
epehólyag-betegség,epehólyag-betegség
epehólyag-daganat,epehólyag-daganat
epehólyag-eltávolítás,epehólyag-eltávolítás
epehólyag-gyulladás,epehólyag-gyulladás
epehólyag-kövesség,epehólyag-kövesség
epehólyag-kövesség heveny epehólyag-gyulladással,epehólyag-kövesség heveny epehólyag-gyulladással
epehólyagbetegség,epehólyagbetegség
epehólyagdaganat,epehólyagdaganat
epehólyageltávolítás,epehólyageltávolítás
epehólyaggyulladás,epehólyaggyulladás
epehólyagmûtét,epehólyagműtét
epehólyagrák,epehólyagrák
epekõ,epekő
epekõ betegség,epekő betegség
epekõ eltávolítás,epekő eltávolítás
epekõ mûtét,epekő műtét
epekõbetegség,epekőbetegség
epekõmûtét,epekőműtét
epekõvesség,epekővesség
epekövesség,epekövesség
epekő,epekő
epekőbetegség,epekőbetegség
epeműtét utáni állapot,epeműtét utáni állapot
epepanaszok,epepanaszok
epeutak betegsége,epeutak betegsége
epeutak daganata,epeutak daganata
epeutak rosszindulatú daganata,epeutak rosszindulatú daganata
epeutak rákos megbetegedése,epeutak rákos megbetegedése
epevezeték elzáródás,epevezeték elzáródás
epevezeték szûkület,epevezeték szűkület
epevezeték-elzáródás,epevezeték-elzáródás
epevezeték-kövesség,epevezeték-kövesség
epeút hegesedés,epeút hegesedés
epeút rosszindulatú daganata,epeút rosszindulatú daganata
epeútdaganat,epeútdaganat
epeútgyulladás,epeútgyulladás
epeúti daganat máj áttéttel,epeúti daganat máj áttéttel
epeúti elzáródás,epeúti elzáródás
epeútkõ epeútgyulladással,epeútkő epeútgyulladással
epilepsia,epilepsia
epilepszia,epilepszia
epilepszia miatti kezelés,epilepszia miatti kezelés
epilepszia; agylágyulás,epilepszia; agylágyulás
epilepsziás rohamok,epilepsziás rohamok
epilepsziás rohamok miatt pszichiátriai gondozott,epilepsziás rohamok miatt pszichiátriai gondozott
epilepszás rohamok,epilepszás rohamok
epilepzsia,epilepzsia
epiliepszia,epiliepszia
epillepszia,epillepszia
epkõ,epkő
epliepszia,epliepszia
erozív refluxbetegség,erozív refluxbetegség
extrasystolia,extrasystolia
extrem elhízás,extrem elhízás
extrem kóros elhízás,extrem kóros elhízás
extrém elhízás,extrém elhízás
extrém elhízás légzészavarral,extrém elhízás légzészavarral
extrém kóros elhízás,extrém kóros elhízás
extrém magas vérlemezke szám,extrém magas vérlemezke szám
extrém magas vérlemezkeszám,extrém magas vérlemezkeszám
fehérje és energia-hiányos alultápláltság,fehérje és energia-hiányos alultápláltság
fehérjehiány,fehérjehiány
fehérvérsejt rendellenesség,fehérvérsejt rendellenesség
fehérvérsejt rendellenessége,fehérvérsejt rendellenessége
fehérvérsejt szaporulat,fehérvérsejt szaporulat
fehérvérûség,fehérvérűség
fej,fej
fejfájás,fejfájás
fejlõdési elmaradottság,fejlődési elmaradottság
fekelyes vastagbél-gyulladás,fekelyes vastagbél-gyulladás
fekély,fekély
fekélybetegség,fekélybetegség
fekélyes betegség,fekélyes betegség
fekélyes megbetegedés,fekélyes megbetegedés
fekélyes nyelőcsőgyulladás,fekélyes nyelőcsőgyulladás
fekélyes vakbélgyulladás,fekélyes vakbélgyulladás
fekélyes vastagbél gyulladás,fekélyes vastagbél gyulladás
fekélyes vastagbél-gyulladás,fekélyes vastagbél-gyulladás
fekélyes vastagbélgyulladás,fekélyes vastagbélgyulladás
felfekvés,felfekvés
felnõttkori distress szindróma,felnőttkori distress szindróma
felnõttkori légzési distress syndroma,felnőttkori légzési distress syndroma
felnõttkori légzési distress-szindróma,felnőttkori légzési distress-szindróma
felnõttkori légzési distressz szindróma,felnőttkori légzési distressz szindróma
felnõttkori légzési elégtelenség,felnőttkori légzési elégtelenség
felnõttkori légzési megbetegedés,felnőttkori légzési megbetegedés
felnõttkori légzési nehézség,felnőttkori légzési nehézség
felnőttkori légzési distress szindróma,felnőttkori légzési distress szindróma
felnőttkori légzési nehézség,felnőttkori légzési nehézség
felsõ tápcsatornai vérzés,felső tápcsatornai vérzés
felsõ végtagi vérgyülem,felső végtagi vérgyülem
felsõlebeny hörgõ vagy tüdõ rosszindulatú daganata,felsőlebeny hörgő vagy tüdő rosszindulatú daganata
felsõvégtag trombózis,felsővégtag trombózis
feltöltés alatt,
fertõzés,fertőzés
fertõzéses eredetû izületi gyulladás,fertőzéses eredetű izületi gyulladás
fertõzéses eredetû ízületi gyulladás,fertőzéses eredetű ízületi gyulladás
fertõzõ eredetû hasmenés és gyomor-bélhurut,fertőző eredetű hasmenés és gyomor-bélhurut
fiatalkori TBC,fiatalkori TBC
fiatalkori cukorbetegség,fiatalkori cukorbetegség
fibr,fibr
fitvarfibrilláció,fitvarfibrilláció
follikuláris limfóma,follikuláris limfóma
folsavhiányos vérzékenység,folsavhiányos vérzékenység
folyadék és elektrolit egyensúly zavara,folyadék és elektrolit egyensúly zavara
folyadék- és elektrolit-háztartás,folyadék- és elektrolit-háztartás
folyadék- és elektrolit-háztartás egyensúly egyéb zavara,folyadék- és elektrolit-háztartás egyensúly egyéb zavara
folyadék- és elektrolit-háztartás zavara,folyadék- és elektrolit-háztartás zavara
folyadék-egyensúly zavarok,folyadék-egyensúly zavarok
folyadékgyülem a mellhártyában,folyadékgyülem a mellhártyában
folytonos pitvarfibrilláció,folytonos pitvarfibrilláció
fundus polypus hyperplasticus ventriculi,fundus polypus hyperplasticus ventriculi
féloldali bénulás,féloldali bénulás
féloldali görcsös bénulás,féloldali görcsös bénulás
féloldali izomgyengeség,féloldali izomgyengeség
féloldali petyhüdt bénulás,féloldali petyhüdt bénulás
féloldali spasticus bénulás,féloldali spasticus bénulás
féloldali végtagbénulás,féloldali végtagbénulás
féregnyúlvány mûtéti eltávolítsa,féregnyúlvány műtéti eltávolítsa
féregnyúlvány mûtéti eltávolítása,féregnyúlvány műtéti eltávolítása
fõhörgõ rosszindulatú daganata,főhörgő rosszindulatú daganata
fõütõér elzáródás,főütőér elzáródás
fülkagyló és hallójárat daganatos megbetegedése,fülkagyló és hallójárat daganatos megbetegedése
fültőmirigy gyulladás,fültőmirigy gyulladás
főverőér kóros tágulata,főverőér kóros tágulata
gangrénás epehólyaggyulladás,gangrénás epehólyaggyulladás
garat gyulladás,garat gyulladás
gastrointestinalis vérzés,gastrointestinalis vérzés
gastrointestinális vérzés,gastrointestinális vérzés
gastrostomával élõ személy,gastrostomával élő személy
generalizált agyi,generalizált agyi
generalizált artéria elmeszesedés,generalizált artéria elmeszesedés
generalizált disztónia,generalizált disztónia
generalizált szorongás,generalizált szorongás
generalizált verőérbetegség,generalizált verőérbetegség
generalizált érbeteg,generalizált érbeteg
generalizált érbetegség,generalizált érbetegség
generalizált érelmeszesedés,generalizált érelmeszesedés
generalizált érszûkület,generalizált érszűkület
generalizált ízületi panaszok,generalizált ízületi panaszok
generált szorongás,generált szorongás
gerinc betegség,gerinc betegség
gerinc bizonytalan viselkedésű daganata,gerinc bizonytalan viselkedésű daganata
gerinc deformálódás,gerinc deformálódás
gerinc degeneratív elváltozása,gerinc degeneratív elváltozása
gerinc meszesedés,gerinc meszesedés
gerinc másodlagos rosszindulatú daganata,gerinc másodlagos rosszindulatú daganata
gerinc- és izületi panaszok,gerinc- és izületi panaszok
gerinc-rendellenesség,gerinc-rendellenesség
gerinc-ízületi gyulladás,gerinc-ízületi gyulladás
gerincbetegség,gerincbetegség
gerinccsatorna szûkület,gerinccsatorna szűkület
gerinccsatorna-szűkület,gerinccsatorna-szűkület
gerinccsigolya törés,gerinccsigolya törés
gerinccsigolyák meszesedése,gerinccsigolyák meszesedése
gerincferdülés,gerincferdülés
gerinckopás,gerinckopás
gerincmeszesedés,gerincmeszesedés
gerincmûtét,gerincműtét
gerincmûtét porckorongsérv miatt,gerincműtét porckorongsérv miatt
gerincmûtét utáni állapot,gerincműtét utáni állapot
gerincpanaszok,gerincpanaszok
gerincsérv,gerincsérv
gerincsérv mûtét,gerincsérv műtét
gerincvelõ betegség,gerincvelő betegség
gerincvelõ bántalom,gerincvelő bántalom
gerincvelõ fejlõdési zavara,gerincvelő fejlődési zavara
gerincvelõ gyulladás,gerincvelő gyulladás
gerincvelõ jóindulató daganata,gerincvelő jóindulató daganata
gerincvelõgyulladás,gerincvelőgyulladás
gerincvelői izomsorvadás,gerincvelői izomsorvadás
glaucoma,glaucoma
globális légzési elégtelenség,globális légzési elégtelenség
glutealis tályog,glutealis tályog
gluténérzékenység,gluténérzékenység
gondozás,gondozás
